"subjID","nll_full","rho_full","lambda_full","mu_full","nll_restricted","rho_restricted","mu_restricted","LR_D","LR_p"
1,52.826292764473,1.42528792585319,1.25282146760681,37.7480407895977,53.7780126043984,1.43504756057809,35.3971260280893,0.951719839925431,0.329281912902325
6,47.7494984766279,1.27520595165128,2.22044604925031e-16,25.2658219653445,64.0830085106979,1.38440638246225,21.0543695222486,16.3335100340699,5.31163287759415e-05
7,65.184777800291,1.67198318661374,0.929954382941444,28.1965565406225,65.2139655956632,1.64128866688441,27.7141805441351,0.0291877953722235,0.864346147505083
8,62.9111924756914,0.825832526626217,1.10012487510455,19.8545334227234,63.1897977763908,0.819648939084477,18.7641157437766,0.27860530069939,0.597616812400805
9,68.8079062457751,1.20908408604964,2.08895630059287,20.4462201208957,77.1731717305386,1.31586403308921,15.3845690324315,8.36526548476355,0.00382460742417221
18,82.8226611074802,1.06731480020876,1.86826996542796,8.16982663400781,85.1670706868036,1.075888574668,7.31663999466901,2.34440957932337,0.125733191699334
19,65.1421880033503,0.848942267183775,2.17105620693947,18.2709782899417,83.247667341083,0.840870810002627,8.59153506787642,18.1054793377326,2.08999140447609e-05
20,36.066499587802,0.364862320527767,2.22044604925031e-16,9.07591055222828,57.5330975558363,0.606084121608893,14.854493232791,21.4665979680343,3.60045921439923e-06
21,72.7848765744061,0.770331275913175,2.22044604925031e-16,6.91614536752506,79.3515528449092,0.784724449477087,7.46733492504017,6.56667627050307,0.0103905821255919
22,42.5323007072445,0.733572062143244,2.6025918482426,28.2336000418638,85.4683559658648,0.311403607527901,4.07878338873901,42.9360552586203,5.65586144675452e-11
23,61.6846610415022,0.659819099758694,0.284706821016797,10.9597673846542,70.4001338473667,0.69982052093544,13.41708642146,8.71547280586447,0.00315520578837156
24,49.2295625517339,0.943064622973766,0.727834318662646,29.3098377451705,52.463349128009,0.932202014493692,30.3090013069314,3.23378657627508,0.0721337212678069
26,82.6103131467791,1.40029150787917,1.39766629285771,11.0847271326205,82.9999743959514,1.4335793131235,10.9472307402543,0.389661249172221,0.532477517287859
27,73.2224461346792,1.21099012612376,0.393798101826753,14.7454974468876,76.6398491152533,1.15887662007843,14.2568491424693,3.41740298057412,0.0645124261367771
29,69.9748486528415,0.859990582941985,2.64430092784354,11.3824997495036,86.4086956252174,0.716099514691429,5.01268845905574,16.4338469723759,5.0377617623409e-05
30,57.3589431949425,1.36064007383442,2.38991722252611,33.4891568983545,71.6314778545629,1.46366333834692,20.8800467591031,14.2725346596205,0.000158155831119298
31,45.7193846214972,0.820045400733798,1.05379279363013,35.4288138472064,45.9059679651214,0.815540940635459,33.9066626424658,0.186583343624186,0.665775615691375
32,63.4583326220634,0.156017765818113,0.264884259409596,4.06524451029807,71.5607640040388,0.352068438378663,6.456587638513,8.1024313819754,0.00442059207628701
34,36.0593081745419,1.50589631066888,0.122808202089721,54.9836601653691,58.0533258234903,1.42835837252971,33.6603792358029,21.9940176489484,2.73501624325919e-06
35,55.958334676803,0.971586776963308,1.47094620263902,31.6378419097807,62.2938469461976,0.960431886246688,22.6993004604771,6.33551226939463,0.0118343930847283
36,76.68779230306,1.38109557125897,0.622027695350846,13.2797669747878,77.429737452067,1.33243450421897,12.8721389725197,0.741945149006995,0.389038489153314
37,74.3515113830501,1.41042753156037,4.47276986137353,11.1900426778829,85.2523354283468,2,11.3359787599215,10.9008240452967,0.000961214894765196
